User,Gender,Location,Date,Type,Label,Code,Platz,Etiqueta,Stamp,Flag
Usuario507,Male,Centro,mayo de 2017,Family,5,507.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario508,Male,Centro,octubre de 2015,Friends,5,508.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario509,Male,Centro,julio de 2014,Family,5,509.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario510,Male,Centro,abril de 2016,Family,3,510.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario512,Male,Centro,enero de 2014,Family,5,512.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario513,Male,Centro,febrero de 2014,Couple,4,513.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario515,Male,Centro,marzo de 2017,Couple,5,515.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario516,Male,Centro,noviembre de 2016,Couple,5,516.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario518,Male,Centro,febrero de 2016,Couple,5,518.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario520,Male,Centro,marzo de 2015,Couple,4,520.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario521,Male,Centro,agosto de 2015,Couple,5,521.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario522,Male,Centro,agosto de 2016,Couple,5,522.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario524,Male,Centro,mayo de 2015,Family,5,524.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario526,Male,Centro,mayo de 2013,Family,3,526.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario530,Male,Centro,junio de 2014,Family,5,530.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario531,Male,Centro,enero de 2016,Couple,4,531.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario532,Male,Centro,abril de 2017,Family,5,532.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario534,Male,Centro,mayo de 2017,Couple,3,534.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario535,Male,Centro,junio de 2015,Couple,5,535.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario536,Male,Centro,junio de 2017,Couple,5,536.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario537,Male,Centro,agosto de 2013,Friends,5,537.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario538,Male,Centro,mayo de 2014,Friends,5,538.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario539,Male,Centro,junio de 2015,Friends,5,539.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario540,Male,Centro,enero de 2016,Business,5,540.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario541,Male,Centro,octubre de 2014,Friends,5,541.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario542,Male,Centro,enero de 2016,Couple,5,542.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario543,Male,Centro,mayo de 2016,Family,4,543.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario544,Male,Centro,marzo de 2016,Couple,5,544.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario545,Male,Centro,enero de 2016,Family,5,545.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario546,Male,Centro,diciembre de 2015,Family,5,546.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario548,Male,Centro,junio de 2016,Couple,4,548.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario549,Male,Centro,julio de 2015,Family,4,549.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario551,Male,Centro,octubre de 2014,Business,5,551.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario552,Male,Centro,febrero de 2014,Family,5,552.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario553,Male,Centro,diciembre de 2014,Family,5,553.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario554,Male,Centro,marzo de 2016,Family,5,554.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario556,Male,Centro,febrero de 2016,Friends,3,556.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario557,Male,Centro,junio de 2016,Couple,4,557.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario559,Male,Centro,octubre de 2014,Couple,4,559.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario561,Male,Centro,agosto de 2014,Couple,5,561.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario562,Male,Centro,septiembre de 2013,Couple,5,562.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario563,Male,Centro,mayo de 2015,Couple,4,563.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario564,Male,Centro,enero de 2016,Family,5,564.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario566,Male,Centro,mayo de 2017,Couple,5,566.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario567,Male,Centro,marzo de 2016,Couple,5,567.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario571,Male,Centro,mayo de 2016,Family,5,571.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario573,Male,Centro,julio de 2015,Couple,5,573.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario574,Male,Centro,diciembre de 2015,Friends,5,574.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario575,Male,Centro,enero de 2016,Couple,5,575.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario576,Male,Centro,abril de 2013,Friends,5,576.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario578,Male,Centro,febrero de 2016,Friends,5,578.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario579,Male,Centro,octubre de 2016,Couple,1,579.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario580,Male,Centro,julio de 2014,Family,5,580.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario581,Male,Centro,abril de 2018,Couple,5,581.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario582,Male,Centro,mayo de 2015,Family,5,582.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario584,Female,Centro,agosto de 2015,Family,5,584.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario585,Female,Centro,septiembre de 2015,Couple,5,585.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario588,Female,Centro,enero de 2015,Couple,4,588.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario589,Female,Centro,marzo de 2016,Family,4,589.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario591,Female,Centro,mayo de 2016,Friends,5,591.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario593,Female,Centro,febrero de 2016,Couple,5,593.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario594,Female,Centro,marzo de 2013,Couple,4,594.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario596,Female,Centro,junio de 2015,Friends,5,596.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario603,Female,Centro,mayo de 2019,Couple,5,603.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario604,Female,Centro,septiembre de 2014,Couple,5,604.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario605,Female,Centro,marzo de 2013,Family,5,605.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario606,Female,Centro,agosto de 2015,Family,4,606.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario608,Female,Centro,diciembre de 2013,Family,5,608.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario609,Female,Centro,febrero de 2016,Friends,5,609.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario611,Female,Centro,junio de 2013,Couple,4,611.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario612,Female,Centro,julio de 2017,Friends,5,612.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario616,Female,Centro,julio de 2014,Couple,5,616.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario617,Female,Centro,agosto de 2014,Friends,5,617.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario618,Female,Centro,diciembre de 2015,Family,5,618.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario620,Female,Centro,enero de 2019,Family,5,620.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario622,Female,Centro,enero de 2016,Friends,5,622.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario623,Female,Centro,julio de 2015,Family,5,623.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario624,Female,Centro,marzo de 2017,Friends,5,624.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario626,Female,Centro,septiembre de 2015,Family,5,626.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario628,Female,Centro,diciembre de 2015,Couple,5,628.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario630,Female,Centro,septiembre de 2013,Family,5,630.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario631,Female,Centro,julio de 2014,Couple,1,631.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario632,Female,Centro,noviembre de 2014,Family,5,632.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario633,Female,Centro,noviembre de 2015,Family,5,633.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario635,Female,Centro,abril de 2014,Couple,3,635.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario637,Female,Centro,diciembre de 2016,Family,5,637.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario638,Female,Centro,septiembre de 2015,Family,5,638.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario641,Female,Centro,abril de 2014,Family,3,641.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario642,Female,Centro,junio de 2015,Family,4,642.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario644,Female,Centro,marzo de 2016,Family,5,644.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario645,Female,Centro,febrero de 2018,Family,4,645.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario646,Female,Centro,septiembre de 2015,Couple,5,646.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario647,Female,Centro,marzo de 2014,Couple,5,647.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario648,Female,Centro,junio de 2015,Couple,5,648.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario649,Female,Centro,mayo de 2015,Couple,5,649.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario650,Female,Centro,agosto de 2018,Alone,5,650.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario651,Female,Centro,septiembre de 2013,Friends,5,651.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario652,Female,Centro,febrero de 2017,Couple,4,652.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario653,Female,Centro,octubre de 2014,Couple,5,653.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario655,Female,Centro,septiembre de 2013,Family,5,655.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario657,Female,Centro,junio de 2014,Couple,5,657.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario658,Female,Centro,marzo de 2016,Couple,4,658.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario659,Female,Centro,enero de 2015,Friends,5,659.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario660,Female,Centro,abril de 2016,Family,5,660.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario661,Female,Centro,agosto de 2013,Friends,4,661.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario662,Female,Centro,junio de 2014,Couple,5,662.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario663,Female,Centro,abril de 2017,Couple,5,663.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario665,Female,Centro,julio de 2018,Couple,5,665.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario666,Female,Centro,enero de 2015,Friends,3,666.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario668,Female,Centro,enero de 2015,Friends,5,668.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario669,Female,Centro,octubre de 2016,Couple,5,669.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario670,Female,Centro,noviembre de 2015,Couple,4,670.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario672,Female,Centro,julio de 2017,Family,5,672.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario673,Female,Centro,mayo de 2017,Couple,5,673.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario674,Female,Centro,febrero de 2015,Family,3,674.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario676,Female,Centro,junio de 2015,Friends,5,676.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario677,Female,Centro,abril de 2015,Couple,4,677.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario679,Female,Centro,febrero de 2013,Friends,5,679.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario682,Female,Centro,diciembre de 2015,Couple,4,682.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario684,Female,Centro,abril de 2016,Family,5,684.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario686,Female,Centro,mayo de 2016,Family,5,686.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario688,Female,Centro,julio de 2015,Family,5,688.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario689,Female,Centro,abril de 2015,Friends,4,689.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario690,Female,Centro,octubre de 2014,Couple,5,690.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario691,Female,Centro,julio de 2015,Family,5,691.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario692,Female,Centro,julio de 2014,Friends,4,692.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario694,Female,Centro,julio de 2013,Family,5,694.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario695,Female,Centro,diciembre de 2013,Family,5,695.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario696,Female,Centro,mayo de 2016,Family,5,696.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario697,Female,Centro,abril de 2016,Couple,5,697.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario701,Female,Centro,julio de 2016,Friends,5,701.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario702,Female,Centro,diciembre de 2014,Family,5,702.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario704,Female,Centro,enero de 2015,Couple,5,704.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario706,Female,Centro,noviembre de 2015,Family,4,706.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario707,Female,Centro,octubre de 2014,Couple,5,707.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario708,Female,Centro,abril de 2016,Friends,5,708.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario709,Female,Centro,febrero de 2015,Friends,4,709.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario710,Female,Centro,mayo de 2016,Couple,5,710.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario711,Female,Centro,febrero de 2015,Family,5,711.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario712,Female,Centro,octubre de 2020,Family,4,712.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario714,Female,Centro,octubre de 2015,Family,5,714.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario715,Female,Centro,mayo de 2013,Couple,5,715.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario716,Female,Centro,diciembre de 2015,Family,5,716.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario718,Female,Centro,enero de 2016,Alone,4,718.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario719,Female,Centro,abril de 2016,Friends,5,719.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario720,Female,Centro,octubre de 2016,Alone,4,720.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario721,Female,Centro,mayo de 2015,Family,5,721.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario722,Male,Chile,junio de 2015,Friends,4,722.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario723,Male,Chile,abril de 2017,Alone,5,723.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario724,Male,Chile,marzo de 2014,Couple,4,724.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario727,Male,Chile,marzo de 2019,Couple,5,727.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario728,Male,Chile,abril de 2015,Couple,3,728.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario729,Male,Chile,enero de 2017,Couple,5,729.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario732,Female,Chile,octubre de 2014,Couple,5,732.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario733,Female,Chile,abril de 2014,Couple,4,733.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario734,Female,Chile,enero de 2016,Alone,3,734.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario735,Female,Chipre,abril de 2016,Family,2,735.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario737,Male,Colombia,abril de 2017,Couple,5,737.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario738,Male,Colombia,diciembre de 2014,Family,4,738.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario739,Male,Colombia,diciembre de 2015,Friends,5,739.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
Usuario740,Male,Colombia,enero de 2016,Couple,5,740.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",aventura
Usuario741,Male,Colombia,junio de 2014,Couple,4,741.0,islas marietas,Turismo de sol y playa|Aventura|ecoturismo,"['', '', 'sol', '', '', 'aventura', '']",sol
